,x,y,power,speed,spot_diameter,laser_current,signal,ID1,ID2,C1,C2,delta,scan_number,in_control
130,-21.824325561523438,-80.38248443603516,4800.0,1500.0,100.0,4526.0,1397.0,1.0,0.0,0.0,20.0,0.015085126273334026,0.0,1.0
131,-21.839296340942383,-80.38398742675781,4800.0,1500.0,100.0,4526.0,1397.0,1.0,0.0,0.0,20.0,0.015046036802232265,0.0,1.0
132,-21.854267120361328,-80.38584899902344,4800.0,1500.0,100.0,4528.0,1397.0,1.0,0.0,0.0,20.0,0.015086076222360134,0.0,1.0
133,-21.86923599243164,-80.38697814941406,4800.0,1500.0,100.0,4527.0,1468.0,1.0,0.0,0.0,20.0,0.015011399053037167,0.0,1.0
134,-21.884206771850586,-80.38884735107422,4800.0,1500.0,100.0,4526.0,1437.0,1.0,0.0,0.0,20.0,0.015087018720805645,0.0,1.0
135,-21.899551391601562,-80.39034271240234,4800.0,1500.0,100.0,4527.0,1298.0,1.0,0.0,0.0,20.0,0.015417310409247875,0.0,1.0
136,-21.914146423339844,-80.391845703125,4800.0,1500.0,100.0,4527.0,1371.0,1.0,0.0,0.0,20.0,0.014672216027975082,0.0,1.0
137,-21.92949104309082,-80.39370727539062,4800.0,1500.0,100.0,4523.0,1405.0,1.0,0.0,0.0,20.0,0.015457128174602985,0.0,1.0
138,-21.944087982177734,-80.39483642578125,4800.0,1500.0,100.0,4526.0,1445.0,1.0,0.0,0.0,20.0,0.014640546403825283,0.0,1.0
139,-21.958683013916016,-80.39633178710938,4800.0,1500.0,100.0,4526.0,1468.0,1.0,0.0,0.0,20.0,0.01467143651098013,0.0,1.0
140,-21.973651885986328,-80.39820861816406,4800.0,1500.0,100.0,4526.0,1511.0,1.0,0.0,0.0,20.0,0.015086074359714985,0.0,1.0
141,-21.988248825073242,-80.39970397949219,4800.0,1500.0,100.0,4527.0,1445.0,1.0,0.0,0.0,20.0,0.014673333615064621,0.0,1.0
142,-22.002470016479492,-80.40119934082031,4800.0,1500.0,100.0,4528.0,1421.0,1.0,0.0,0.0,20.0,0.01429959386587143,0.0,1.0
143,-22.017440795898438,-80.40269470214844,4800.0,1500.0,100.0,4526.0,1371.0,1.0,0.0,0.0,20.0,0.015045275911688805,0.0,1.0
144,-22.03203582763672,-80.40419006347656,4800.0,1500.0,100.0,4527.0,1354.0,1.0,0.0,0.0,20.0,0.01467143651098013,0.0,1.0
145,-22.046630859375,-80.40606689453125,4800.0,1500.0,100.0,4527.0,1397.0,1.0,0.0,0.0,20.0,0.01471521146595478,0.0,1.0
146,-22.061601638793945,-80.40756225585938,4800.0,1500.0,100.0,4523.0,1468.0,1.0,0.0,0.0,20.0,0.015045275911688805,0.0,1.0
147,-22.07619857788086,-80.40943145751953,4800.0,1500.0,100.0,4527.0,1429.0,1.0,0.0,0.0,20.0,0.0147161316126585,0.0,1.0
148,-22.091167449951172,-80.41055297851562,4800.0,1500.0,100.0,4527.0,1413.0,1.0,0.0,0.0,20.0,0.015010827220976353,0.0,1.0
149,-22.10651206970215,-80.41242980957031,4800.0,1500.0,100.0,4522.0,1413.0,1.0,0.0,0.0,20.0,0.015458973124623299,0.0,1.0
150,-22.121482849121094,-80.41392517089844,4800.0,1500.0,100.0,4526.0,1460.0,1.0,0.0,0.0,20.0,0.015045275911688805,0.0,1.0
151,-22.136077880859375,-80.4157943725586,4800.0,1500.0,100.0,4527.0,1511.0,1.0,0.0,0.0,20.0,0.014714240096509457,0.0,1.0
152,-22.15142250061035,-80.41728973388672,4800.0,1500.0,100.0,4525.0,1468.0,1.0,0.0,0.0,20.0,0.015417310409247875,0.0,1.0
153,-22.166393280029297,-80.41841125488281,4800.0,1500.0,100.0,4528.0,1483.0,1.0,0.0,0.0,20.0,0.015012728981673717,0.0,1.0
154,-22.180988311767578,-80.4202880859375,4800.0,1500.0,100.0,4529.0,1429.0,1.0,0.0,0.0,20.0,0.01471521146595478,0.0,1.0
155,-22.196332931518555,-80.42178344726562,4800.0,1500.0,100.0,4527.0,1397.0,1.0,0.0,0.0,20.0,0.015417310409247875,0.0,1.0
