mean,max,min,stddev,file,scan_number,subsegment_index,mean_laser_current,bulk
1521.9053497942386,1685.0,1172.0,82.68908554639508,layer49.csv,44,0,4509.744855967078,1.0
1503.8683127572017,1696.0,1238.0,94.28360566042309,layer49.csv,44,1,4510.707818930041,1.0
1581.3734439834025,1815.0,1269.0,81.25402996814552,layer49.csv,45,0,4510.9751037344395,1.0
1491.6708333333333,1728.0,1269.0,79.80207275486158,layer49.csv,45,1,4511.725,1.0
1535.5146443514645,1728.0,1161.0,78.15973609354388,layer49.csv,46,0,4509.573221757322,1.0
1535.7489539748954,1753.0,1345.0,70.11398183455726,layer49.csv,46,1,4511.569037656904,1.0
1533.9655172413793,1701.0,1149.0,84.36627739611531,layer49.csv,47,0,4510.945812807881,1.0
1491.5615763546798,1646.0,1336.0,59.85162196383902,layer49.csv,47,1,4511.1970443349755,1.0
1512.0,1690.0,1228.0,84.62848394935656,layer49.csv,47,2,4511.625615763547,1.0
1550.0523560209424,1712.0,1269.0,89.6950469498107,layer49.csv,48,0,4510.926701570681,1.0
1504.0210526315789,1657.0,1345.0,53.03702360216095,layer49.csv,48,1,4511.4473684210525,1.0
1498.0578947368422,1717.0,1228.0,92.01837239772155,layer49.csv,48,2,4511.378947368421,1.0
1500.1067415730338,1680.0,1149.0,84.78058169889422,layer49.csv,49,0,4509.460674157303,1.0
1494.0955056179776,1696.0,1298.0,79.59290297834117,layer49.csv,49,1,4511.926966292135,1.0
1485.9550561797753,1707.0,1248.0,110.71457483627266,layer49.csv,49,2,4511.353932584269,1.0
1488.9435483870968,1728.0,1172.0,83.82535631658536,layer49.csv,50,0,4510.254032258064,1.0
1464.866935483871,1743.0,1238.0,99.45976267118648,layer49.csv,50,1,4512.294354838709,1.0
1525.9868995633187,1792.0,1137.0,87.0368832297685,layer49.csv,51,0,4510.28384279476,1.0
1481.2707423580787,1738.0,1172.0,81.97808882817725,layer49.csv,51,1,4511.353711790393,1.0
1435.847619047619,1712.0,989.0,161.41211856035034,layer49.csv,52,0,4510.457142857143,1.0
1474.509523809524,1634.0,1289.0,72.06182798232498,layer49.csv,52,1,4511.528571428571,1.0
1550.296875,1758.0,1248.0,70.37814817281267,layer49.csv,53,0,4509.734375,1.0
1441.3560209424083,1777.0,1046.0,159.03619711419176,layer49.csv,53,1,4511.753926701571,1.0
1490.5549132947976,1712.0,1086.0,136.76604910153029,layer49.csv,54,0,4509.9421965317915,1.0
1519.9127906976744,1748.0,1238.0,97.97097612037683,layer49.csv,54,1,4511.180232558139,1.0
1593.1623376623377,1777.0,1298.0,78.93688673897539,layer49.csv,55,0,4509.61038961039,1.0
1469.9934640522877,1701.0,1032.0,129.0581009519886,layer49.csv,55,1,4512.071895424837,1.0
1380.9185185185186,1628.0,973.0,125.14318032953453,layer49.csv,56,0,4509.65925925926,1.0
1475.5746268656717,1604.0,1308.0,63.72672262951843,layer49.csv,56,1,4511.05223880597,1.0
1538.7272727272727,1792.0,1086.0,140.67034655198475,layer49.csv,57,0,4509.835497835498,1.0
1462.5906735751296,1663.0,1018.0,147.48556903520955,layer49.csv,58,0,4510.430051813471,1.0
1503.4387096774194,1763.0,1137.0,185.01958340536916,layer49.csv,59,0,4509.61935483871,1.0
1395.7203389830509,1610.0,1112.0,113.45042115788749,layer49.csv,60,0,4509.161016949152,1.0
1481.2125,1753.0,1124.0,162.28706770334475,layer49.csv,61,0,4508.45,1.0
1295.904761904762,1525.0,1032.0,128.8263522146898,layer49.csv,62,0,4505.761904761905,1.0
1090.75,1137.0,1003.0,52.470825226977325,layer49.csv,63,0,4452.25,1.0
1316.8909090909092,1490.0,1086.0,119.16049875193505,layer49.csv,64,0,4503.963636363636,1.0
1410.0181818181818,1504.0,1238.0,50.76594811094645,layer49.csv,64,1,4505.327272727272,1.0
1415.3090909090909,1546.0,1248.0,74.58463715252326,layer49.csv,64,2,4502.109090909091,1.0
1530.1520467836258,1696.0,1206.0,86.87357375777806,layer49.csv,65,0,4499.228070175439,1.0
1558.4147727272727,1738.0,1086.0,101.71771102572052,layer49.csv,66,0,4501.232954545455,1.0
1573.0607734806629,1792.0,1124.0,93.9550360160215,layer49.csv,67,0,4503.618784530387,1.0
1538.5752688172042,1792.0,1137.0,119.47716401765622,layer49.csv,68,0,4504.747311827957,1.0
1572.1842105263158,1833.0,1137.0,123.66483890852511,layer49.csv,69,0,4506.531578947369,1.0
1456.0055865921788,1707.0,1206.0,94.32077072426326,layer49.csv,70,0,4506.312849162011,1.0
1163.1538461538462,1279.0,856.0,116.39379190016712,layer50.csv,0,0,4502.2307692307695,1.0
1326.0,1552.0,874.0,153.38816715953485,layer50.csv,1,0,4512.140350877193,1.0
1403.62,1610.0,958.0,127.53672255472148,layer50.csv,2,0,4514.01,1.0
1429.2142857142858,1701.0,856.0,151.55260531205246,layer50.csv,3,0,4516.440476190476,1.0
1530.2409638554218,1696.0,1362.0,74.01572453600015,layer50.csv,3,1,4519.891566265061,1.0
1615.0,1908.0,1149.0,115.65036034510752,layer50.csv,4,0,4516.520467836257,1.0
1554.1714285714286,1758.0,1161.0,83.65455694676282,layer50.csv,5,0,4513.594285714285,1.0
1600.1284916201118,1782.0,1326.0,108.28118900408415,layer50.csv,6,0,4512.54748603352,1.0
1526.8142076502731,1680.0,1099.0,86.70531976608069,layer50.csv,7,0,4513.939890710382,1.0
1613.0534759358288,1908.0,1184.0,115.53482853912465,layer50.csv,8,0,4518.540106951872,1.0
1573.9375,1792.0,1259.0,90.91139373267063,layer50.csv,9,0,4523.239583333333,1.0
1629.6173469387754,1819.0,1195.0,90.93259168029887,layer50.csv,10,0,4522.423469387755,1.0
1569.755,1792.0,1298.0,95.86180143832058,layer50.csv,11,0,4521.315,1.0
1619.2156862745098,1863.0,1161.0,114.15487651595163,layer50.csv,12,0,4521.593137254902,1.0
1528.8599033816424,1796.0,1112.0,97.84328732903951,layer50.csv,13,0,4517.545893719806,1.0
1622.5118483412323,1900.0,1206.0,109.76486545794468,layer50.csv,14,0,4515.113744075829,1.0
1539.5720930232558,1787.0,1172.0,96.78830009435096,layer50.csv,15,0,4512.906976744186,1.0
1579.1552511415525,1743.0,1217.0,79.56791767197268,layer50.csv,16,0,4512.502283105023,1.0
1629.9282511210763,1859.0,1362.0,83.10290913564273,layer50.csv,17,0,4513.556053811659,1.0
1655.9166666666667,1965.0,1345.0,108.78994359537732,layer50.csv,18,0,4515.153508771929,1.0
1571.7413793103449,1782.0,1172.0,92.09165418490046,layer50.csv,19,0,4516.810344827586,1.0
1611.2415254237287,1819.0,1161.0,92.52400588749761,layer50.csv,20,0,4519.436440677966,1.0
1546.2666666666667,1782.0,1308.0,90.95060319878161,layer50.csv,21,0,4520.079166666666,1.0
1544.9344262295083,1904.0,1086.0,137.29809245537209,layer50.csv,22,0,4521.368852459016,1.0
1469.537037037037,1696.0,989.0,110.65682904115349,layer50.csv,23,0,4522.356481481482,1.0
1546.8870056497176,1880.0,1184.0,169.28109441751627,layer50.csv,24,0,4521.887005649717,1.0
1308.3541666666667,1452.0,942.0,96.0890406479266,layer50.csv,25,0,4512.375,1.0
1309.8510638297873,1504.0,1184.0,70.77743922411706,layer50.csv,25,1,4514.702127659574,1.0
1331.2340425531916,1475.0,1172.0,68.05167397255025,layer50.csv,25,2,4512.872340425532,1.0
1465.7513513513513,1690.0,1184.0,95.88806994424962,layer50.csv,26,0,4512.237837837838,1.0
1464.451754385965,1743.0,1206.0,104.60142541417166,layer50.csv,27,0,4513.149122807017,1.0
1513.1029411764705,1696.0,1161.0,84.49332373658503,layer50.csv,28,0,4512.235294117647,1.0
1426.2867647058824,1646.0,1184.0,96.86603150806326,layer50.csv,28,1,4517.463235294118,1.0
1522.248407643312,1782.0,1195.0,123.7834381794596,layer50.csv,29,0,4519.222929936306,1.0
1599.751592356688,1728.0,1405.0,56.85859721345783,layer50.csv,29,1,4519.675159235669,1.0
1544.2290502793296,1801.0,1195.0,93.52499767228451,layer50.csv,30,0,4520.709497206704,1.0
1514.2022471910113,1763.0,1206.0,107.19274667052038,layer50.csv,30,1,4522.8707865168535,1.0
1491.089552238806,1712.0,926.0,132.34269528508892,layer50.csv,31,0,4521.751243781095,1.0
1452.2686567164178,1696.0,1259.0,88.82263316225871,layer50.csv,31,1,4522.6169154228855,1.0
1517.3856502242152,1743.0,1238.0,99.30915704509681,layer50.csv,32,0,4518.991031390135,1.0
1424.2747747747749,1668.0,1279.0,70.04908956777096,layer50.csv,32,1,4520.783783783784,1.0
1518.6639344262296,1801.0,1032.0,128.00099965386656,layer50.csv,33,0,4519.327868852459,1.0
1482.8765432098764,1685.0,1238.0,83.71429700984817,layer50.csv,33,1,4516.77366255144,1.0
1563.6158192090395,1707.0,1161.0,79.92036558035998,layer50.csv,34,0,4513.836158192091,1.0
1494.90395480226,1722.0,1317.0,78.45886205653889,layer50.csv,34,1,4514.474576271186,1.0
1414.638418079096,1657.0,1206.0,94.72442512964433,layer50.csv,34,2,4513.4915254237285,1.0
1428.7135416666667,1733.0,1172.0,102.04352739537148,layer50.csv,35,0,4512.515625,1.0
1467.4240837696334,1801.0,1161.0,110.88975349617854,layer50.csv,35,1,4512.706806282723,1.0
1507.9424083769634,1680.0,1326.0,75.58769278795327,layer50.csv,35,2,4513.162303664922,1.0
1546.8106796116506,1701.0,1326.0,64.80454618569784,layer50.csv,36,0,4510.805825242718,1.0
1499.5242718446602,1668.0,1289.0,69.08090721013038,layer50.csv,36,1,4511.728155339806,1.0
1399.1560975609757,1591.0,1124.0,92.85695804807361,layer50.csv,36,2,4511.990243902439,1.0
1449.9495412844037,1690.0,780.0,136.08986583268566,layer50.csv,37,0,4509.779816513761,1.0
1451.73732718894,1748.0,1259.0,88.67109077596744,layer50.csv,37,1,4511.175115207373,1.0
1507.1658986175116,1748.0,1269.0,90.30440144336832,layer50.csv,37,2,4511.115207373272,1.0
1546.3899082568807,1833.0,1032.0,127.96031956976059,layer50.csv,38,0,4509.45871559633,1.0
1462.447004608295,1646.0,1217.0,80.77286925743272,layer50.csv,38,1,4510.493087557604,1.0
1455.5852534562212,1668.0,1195.0,85.59551952212773,layer50.csv,38,2,4510.506912442396,1.0
1550.4495412844037,1728.0,1112.0,88.1695599803528,layer50.csv,39,0,4507.954128440367,1.0
1508.5299539170508,1701.0,1336.0,79.88598024741289,layer50.csv,39,1,4508.557603686636,1.0
1445.142857142857,1685.0,1228.0,87.77428560778236,layer50.csv,39,2,4508.433179723503,1.0
1547.7339449541284,1753.0,1161.0,97.2193813691238,layer50.csv,40,0,4506.770642201835,1.0
1487.2811059907833,1722.0,1259.0,75.29903067700539,layer50.csv,40,1,4506.511520737327,1.0
1482.3225806451612,1696.0,1298.0,78.61794155505532,layer50.csv,40,2,4504.820276497696,1.0
1557.98623853211,1819.0,1137.0,128.62463984695785,layer50.csv,41,0,4502.701834862385,1.0
1487.8433179723502,1707.0,1289.0,78.62718051194727,layer50.csv,41,1,4503.760368663595,1.0
1479.857142857143,1696.0,1228.0,86.90475138353996,layer50.csv,41,2,4503.47465437788,1.0
1537.0,1763.0,1003.0,87.77034252823066,layer50.csv,42,0,4502.59633027523,1.0
1500.1013824884792,1696.0,1298.0,78.97429347798428,layer50.csv,42,1,4503.52534562212,1.0
1449.9907834101382,1640.0,1217.0,83.36345334043264,layer50.csv,42,2,4503.115207373272,1.0
1535.5622119815669,1701.0,1172.0,107.94121565696511,layer50.csv,43,0,4503.032258064516,1.0
1557.0138248847927,1777.0,1397.0,73.92401624327614,layer50.csv,43,1,4503.327188940092,1.0
1518.3548387096773,1634.0,1371.0,65.40190097926892,layer50.csv,43,2,4503.709677419355,1.0
1525.6543778801843,1792.0,1073.0,107.5432627197548,layer50.csv,44,0,4502.317972350231,1.0
1459.2350230414747,1640.0,1060.0,109.8303890069749,layer50.csv,44,1,4503.101382488479,1.0
1460.4285714285713,1646.0,1228.0,79.16799913411526,layer50.csv,44,2,4503.502304147465,1.0
1546.10599078341,1758.0,1149.0,88.90995191407973,layer50.csv,45,0,4501.714285714285,1.0
1505.9815668202764,1810.0,1336.0,82.57274202019705,layer50.csv,45,1,4502.502304147465,1.0
1504.10599078341,1668.0,1362.0,61.76462539581722,layer50.csv,45,2,4503.382488479263,1.0
1566.1705069124423,1777.0,1248.0,97.11380305116782,layer50.csv,46,0,4503.534562211981,1.0
1483.6543778801843,1801.0,1161.0,95.9718919666297,layer50.csv,46,1,4504.4838709677415,1.0
1487.9124423963133,1701.0,1248.0,86.72918112729798,layer50.csv,46,2,4504.820276497696,1.0
1559.8018433179723,1815.0,1195.0,118.14613460044362,layer50.csv,47,0,4504.165898617512,1.0
1481.7880184331798,1680.0,1279.0,83.83740706977997,layer50.csv,47,1,4505.078341013825,1.0
1495.8202764976959,1722.0,1269.0,100.28369874523442,layer50.csv,47,2,4505.917050691244,1.0
1477.8294930875577,1685.0,1086.0,98.82476907482429,layer50.csv,48,0,4504.797235023041,1.0
1495.0276497695852,1696.0,1326.0,73.45595984897047,layer50.csv,48,1,4505.488479262673,1.0
1444.1013824884792,1610.0,1172.0,86.84669923834548,layer50.csv,48,2,4506.2811059907835,1.0
1480.578947368421,1722.0,1124.0,81.89437777675934,layer50.csv,49,0,4506.975708502025,1.0
1532.0975609756097,1768.0,1298.0,95.90869765946196,layer50.csv,49,1,4507.963414634146,1.0
1588.0081632653062,1841.0,1238.0,120.30444346338406,layer50.csv,50,0,4506.877551020408,1.0
1498.5122950819673,1733.0,1161.0,103.39711293641162,layer50.csv,50,1,4507.61475409836,1.0
1525.5514403292182,1787.0,1195.0,87.11635724461591,layer50.csv,51,0,4505.3127572016465,1.0
1525.6502057613168,1792.0,1317.0,88.72900592099074,layer50.csv,51,1,4506.888888888889,1.0
1582.1825726141078,1728.0,1248.0,95.30213947006924,layer50.csv,52,0,4506.265560165975,1.0
1447.9541666666667,1668.0,1259.0,81.69711581591415,layer50.csv,52,1,4507.954166666666,1.0
1504.5271966527196,1748.0,1086.0,112.92037356747555,layer50.csv,53,0,4507.623430962343,1.0
1517.857142857143,1758.0,1184.0,112.21417739592202,layer50.csv,53,1,4509.306722689075,1.0
1580.6962025316457,1904.0,1259.0,117.27910606649613,layer50.csv,54,0,4507.291139240507,1.0
1471.9533898305085,1690.0,1259.0,95.36652059932204,layer50.csv,54,1,4508.716101694915,1.0
1556.6,1880.0,1112.0,104.78944237871748,layer50.csv,55,0,4508.297872340426,1.0
1469.871794871795,1696.0,1336.0,72.45747806505321,layer50.csv,55,1,4510.226495726496,1.0
1565.1673819742489,1828.0,1206.0,118.01244700670667,layer50.csv,56,0,4508.472103004292,1.0
1482.6853448275863,1763.0,1259.0,98.67090962343246,layer50.csv,56,1,4509.801724137931,1.0
1542.1471861471862,1758.0,1124.0,103.23928821243571,layer50.csv,57,0,4508.406926406927,1.0
1540.4173913043478,1743.0,1269.0,90.27547046184668,layer50.csv,57,1,4510.017391304348,1.0
1570.1615720524017,1763.0,1217.0,100.52793007003679,layer50.csv,58,0,4509.021834061135,1.0
1517.8157894736842,1685.0,1269.0,80.36954841291589,layer50.csv,58,1,4510.675438596491,1.0
1574.2466960352424,1819.0,1206.0,103.19209632811238,layer50.csv,59,0,4509.268722466961,1.0
1501.154867256637,1722.0,1326.0,63.699640169515426,layer50.csv,59,1,4510.9646017699115,1.0
1585.5155555555555,1782.0,1345.0,96.20935957138371,layer50.csv,60,0,4509.328888888889,1.0
1500.299107142857,1801.0,1317.0,85.32137145975933,layer50.csv,60,1,4511.183035714285,1.0
1548.1936936936936,1743.0,1161.0,104.6530232508637,layer50.csv,61,0,4510.09009009009,1.0
1576.8648648648648,1777.0,1354.0,84.13973646267718,layer50.csv,61,1,4510.990990990991,1.0
1522.8590909090908,1763.0,1124.0,90.83583173201136,layer50.csv,62,0,4510.172727272728,1.0
1487.7363636363636,1722.0,1269.0,82.94644244360084,layer50.csv,62,1,4511.245454545455,1.0
1560.8623853211009,1773.0,1206.0,111.03330088868316,layer50.csv,63,0,4510.857798165138,1.0
1544.2660550458716,1738.0,1279.0,90.69331749674711,layer50.csv,63,1,4511.5,1.0
1527.2777777777778,1753.0,1161.0,92.94739983346747,layer50.csv,64,0,4509.481481481482,1.0
1563.888888888889,1753.0,1380.0,75.33491066850813,layer50.csv,64,1,4511.648148148148,1.0
1528.8785046728972,1712.0,909.0,114.75147548827405,layer50.csv,65,0,4510.607476635514,1.0
1534.7605633802816,1753.0,1326.0,77.25297717442163,layer50.csv,65,1,4511.779342723004,1.0
1589.7783018867924,1792.0,1298.0,100.31748140958132,layer50.csv,66,0,4510.66037735849,1.0
1469.0758293838862,1674.0,1269.0,62.568892333325124,layer50.csv,66,1,4511.943127962085,1.0
1524.104761904762,1787.0,1161.0,107.79945435055153,layer50.csv,67,0,4510.861904761905,1.0
1517.846889952153,1680.0,1279.0,69.30126660118528,layer50.csv,67,1,4511.88995215311,1.0
1549.1057692307693,1815.0,1003.0,99.85907553505578,layer50.csv,68,0,4510.514423076923,1.0
1473.5072463768115,1707.0,1149.0,100.4476872316896,layer50.csv,68,1,4511.222222222223,1.0
1537.4780487804878,1743.0,1046.0,140.15188888191395,layer50.csv,69,0,4510.546341463415,1.0
1543.1560975609757,1712.0,1298.0,73.00654848269664,layer50.csv,69,1,4511.624390243903,1.0
1574.512315270936,1810.0,1308.0,99.53237261357633,layer50.csv,70,0,4510.827586206897,1.0
1505.8325123152708,1743.0,1137.0,112.90024162380212,layer50.csv,70,1,4512.305418719212,1.0
1526.2752808988764,1758.0,909.0,156.2820036660169,layer50.csv,71,0,4511.230337078651,1.0
1522.3258426966293,1738.0,1317.0,84.57797084572171,layer50.csv,71,1,4511.730337078651,1.0
1461.0677966101696,1758.0,1018.0,154.33032272033998,layer50.csv,71,2,4512.12429378531,1.0
1498.1061224489797,1701.0,1259.0,97.6865716925629,layer50.csv,72,0,4511.334693877551,1.0
1568.8852459016393,1773.0,1397.0,85.39898612686751,layer50.csv,72,1,4511.799180327869,1.0
1559.627802690583,1837.0,1279.0,91.71500279791283,layer50.csv,73,0,4510.91928251121,1.0
1486.1300448430493,1712.0,1046.0,131.25638534456127,layer50.csv,73,1,4512.071748878924,1.0
1397.2227722772277,1763.0,926.0,185.65464818397217,layer50.csv,74,0,4511.014851485149,1.0
1515.1940298507463,1801.0,1228.0,101.1747769295558,layer50.csv,74,1,4511.771144278607,1.0
1606.2651933701657,1900.0,1124.0,138.0791523888024,layer50.csv,75,0,4509.823204419889,1.0
1503.7166666666667,1728.0,1124.0,131.3113042015466,layer50.csv,75,1,4512.055555555556,1.0
1487.314465408805,1690.0,1259.0,93.58923622224886,layer50.csv,76,0,4510.905660377359,1.0
1524.6455696202531,1674.0,1317.0,68.09255391078568,layer50.csv,76,1,4511.46835443038,1.0
1599.108695652174,1828.0,1269.0,111.6534938011741,layer50.csv,77,0,4509.492753623188,1.0
1453.6788321167883,1773.0,1124.0,139.30541640931202,layer50.csv,77,1,4511.934306569343,1.0
1375.7586206896551,1566.0,1124.0,94.0506668925058,layer50.csv,78,0,4511.0,1.0
1511.1304347826087,1801.0,1298.0,102.19576454587202,layer50.csv,78,1,4511.991304347826,1.0
1610.4232804232804,1801.0,1269.0,102.8978056122716,layer50.csv,79,0,4510.603174603175,1.0
1582.013698630137,1733.0,1380.0,64.47873030436162,layer50.csv,80,0,4508.897260273972,1.0
1536.6796116504854,1722.0,1248.0,115.01424256187664,layer50.csv,81,0,4507.669902912621,1.0
1412.8305084745762,1552.0,1206.0,79.1238361185448,layer50.csv,82,0,4506.322033898305,1.0
1269.6875,1413.0,1018.0,115.53393373269171,layer50.csv,83,0,4490.3125,1.0
1466.9941520467837,1696.0,942.0,124.3738232869675,layer51.csv,0,0,4514.888888888889,1.0
1636.1,1859.0,1228.0,102.30689669377676,layer51.csv,1,0,4512.788888888889,1.0
1614.8085106382978,1777.0,1326.0,92.79711071663961,layer51.csv,2,0,4512.212765957447,1.0
1597.1224489795918,1837.0,1060.0,129.44475342755635,layer51.csv,3,0,4512.785714285715,1.0
1549.828431372549,1763.0,1003.0,134.70441487841254,layer51.csv,4,0,4520.480392156863,1.0
1572.2723004694835,1828.0,1161.0,111.95933631727436,layer51.csv,5,0,4522.093896713615,1.0
1522.4117647058824,1743.0,989.0,138.91433490024426,layer51.csv,6,0,4521.909502262443,1.0
1627.7512195121951,1912.0,1289.0,108.73014956920669,layer51.csv,7,0,4521.7121951219515,1.0
1587.9945945945947,1859.0,1345.0,110.541443728551,layer51.csv,8,0,4519.767567567567,1.0
1678.9698795180723,1969.0,1184.0,167.88677426252087,layer51.csv,9,0,4516.9277108433735,1.0
1103.111111111111,1279.0,819.0,138.0542924154153,layer51.csv,10,0,4496.888888888889,1.0
1387.125,1445.0,1336.0,41.61561455751915,layer51.csv,10,1,4524.875,1.0
1320.5,1345.0,1289.0,16.101242188104617,layer51.csv,10,2,4525.5,1.0
1308.7037037037037,1578.0,1018.0,138.5424964392367,layer51.csv,11,0,4515.481481481482,1.0
1365.3086419753085,1552.0,1003.0,101.94656576361596,layer51.csv,12,0,4513.864197530864,1.0
1522.4954128440368,1646.0,1137.0,94.11418244215993,layer51.csv,13,0,4514.128440366972,1.0
1529.8613138686133,1712.0,1124.0,108.67793324735285,layer51.csv,14,0,4513.883211678832,1.0
1549.219512195122,1733.0,1345.0,77.30648923480375,layer51.csv,15,0,4515.628048780488,1.0
1497.7135416666667,1680.0,1124.0,91.99024078649103,layer51.csv,16,0,4518.125,1.0
1538.0272727272727,1763.0,989.0,116.62390672514238,layer51.csv,17,0,4517.981818181818,1.0
1512.8024193548388,1733.0,1161.0,98.75836670453153,layer51.csv,18,0,4516.209677419355,1.0
1455.572463768116,1628.0,1099.0,94.15719878127027,layer51.csv,19,0,4513.855072463768,1.0
1577.5547445255474,1773.0,1371.0,89.30485144765662,layer51.csv,19,1,4513.8175182481755,1.0
1568.032894736842,1777.0,1099.0,92.53309633820912,layer51.csv,20,0,4511.723684210527,1.0
1491.4701986754967,1663.0,1269.0,73.81817719279235,layer51.csv,20,1,4514.602649006622,1.0
1551.3192771084337,1841.0,856.0,146.33478035534174,layer51.csv,21,0,4513.114457831325,1.0
1580.3272727272727,1738.0,1371.0,85.33691969047719,layer51.csv,21,1,4514.539393939394,1.0
1611.388888888889,1796.0,1172.0,98.08501918057783,layer51.csv,22,0,4515.944444444444,1.0
1478.9944134078212,1680.0,1228.0,78.27337120107354,layer51.csv,22,1,4518.932960893855,1.0
1508.5025906735752,1728.0,973.0,126.65939493339856,layer51.csv,23,0,4519.5647668393785,1.0
1570.160621761658,1796.0,1336.0,86.44055193774813,layer51.csv,23,1,4521.046632124352,1.0
1583.816425120773,1773.0,1317.0,81.66311805820517,layer51.csv,24,0,4521.599033816425,1.0
1511.1159420289855,1685.0,1336.0,66.6862731093441,layer51.csv,24,1,4524.410628019324,1.0
1516.0135746606336,1717.0,1003.0,93.22693955701594,layer51.csv,25,0,4523.660633484163,1.0
1527.4162895927602,1733.0,1184.0,100.16614481564295,layer51.csv,25,1,4523.710407239819,1.0
1535.931914893617,1773.0,1060.0,97.1392269218336,layer51.csv,26,0,4522.08085106383,1.0
1522.628205128205,1815.0,1317.0,111.25482134652327,layer51.csv,26,1,4521.713675213675,1.0
1538.0967741935483,1768.0,874.0,123.73566514268975,layer51.csv,27,0,4520.612903225807,1.0
1478.8306451612902,1696.0,1269.0,84.39076942474156,layer51.csv,27,1,4518.225806451613,1.0
1569.8857142857144,1768.0,1149.0,86.4586346769603,layer51.csv,28,0,4515.097142857143,1.0
1508.8514285714286,1743.0,1269.0,74.1440350030305,layer51.csv,28,1,4515.4,1.0
1468.2413793103449,1663.0,1279.0,90.33805800732206,layer51.csv,28,2,4514.6551724137935,1.0
1489.5434782608695,1815.0,973.0,130.71109139621112,layer51.csv,29,0,4513.717391304348,1.0
1535.75,1733.0,1336.0,78.88759545956071,layer51.csv,29,1,4513.032608695652,1.0
1498.6467391304348,1685.0,1317.0,68.3474991608372,layer51.csv,29,2,4512.760869565217,1.0
1502.0569948186528,1680.0,1046.0,89.74438002688134,layer51.csv,30,0,4511.911917098446,1.0
1469.2020725388602,1707.0,1161.0,109.1836670767489,layer51.csv,30,1,4512.5440414507775,1.0
1463.4715025906735,1680.0,1289.0,74.05655636221054,layer51.csv,30,2,4512.274611398963,1.0
1553.8423645320197,1768.0,1137.0,109.86021022851413,layer51.csv,31,0,4511.093596059113,1.0
1554.3267326732673,1748.0,1298.0,76.52283796951558,layer51.csv,31,1,4511.985148514851,1.0
1504.3861386138615,1685.0,1279.0,78.3160606288163,layer51.csv,31,2,4511.133663366337,1.0
1567.3396226415093,1828.0,1073.0,106.41396443264715,layer51.csv,32,0,4509.990566037736,1.0
1509.75,1773.0,1279.0,85.91202581271892,layer51.csv,32,1,4511.018867924528,1.0
1471.436018957346,1651.0,1248.0,80.37064276974765,layer51.csv,32,2,4510.767772511848,1.0
1574.6380090497737,1792.0,1195.0,123.42794334285114,layer51.csv,33,0,4509.27149321267,1.0
1540.2262443438915,1722.0,1228.0,97.21973729795914,layer51.csv,33,1,4510.253393665158,1.0
1547.076923076923,1824.0,1269.0,109.84422726677862,layer51.csv,33,2,4509.945701357466,1.0
1508.935064935065,1733.0,989.0,98.33827178091578,layer51.csv,34,0,4507.229437229437,1.0
1491.091304347826,1690.0,1259.0,76.0189073337135,layer51.csv,34,1,4508.030434782609,1.0
1478.7173913043478,1634.0,1149.0,80.23787001471969,layer51.csv,34,2,4507.434782608696,1.0
1538.7945945945946,1768.0,1228.0,79.87632990373119,layer51.csv,35,0,4504.994594594595,1.0
1501.6521739130435,1712.0,1195.0,93.10453857879193,layer51.csv,35,1,4507.163043478261,1.0
1478.4673913043478,1622.0,1269.0,73.12488589169195,layer51.csv,35,2,4507.402173913043,1.0
1508.468085106383,1674.0,1206.0,80.90646058516148,layer51.csv,36,0,4504.420212765957,1.0
1511.7433155080214,1733.0,1269.0,88.26005810323878,layer51.csv,36,1,4505.545454545455,1.0
1444.0267379679144,1591.0,1269.0,66.99760017691753,layer51.csv,36,2,4504.508021390375,1.0
1577.8586387434555,1763.0,1073.0,80.86680870406252,layer51.csv,37,0,4502.659685863874,1.0
1536.121052631579,1728.0,1289.0,92.30647510473135,layer51.csv,37,1,4504.321052631579,1.0
1488.4368421052632,1712.0,1289.0,82.29666304244928,layer51.csv,37,2,4504.921052631579,1.0
1489.7875647668393,1696.0,1195.0,93.64053997171307,layer51.csv,38,0,4502.357512953368,1.0
1514.1191709844559,1717.0,1269.0,97.00334535835192,layer51.csv,38,1,4504.269430051813,1.0
1410.5440414507773,1616.0,1137.0,104.21002795141928,layer51.csv,38,2,4503.59067357513,1.0
1502.1135135135135,1651.0,1086.0,99.29814826983122,layer51.csv,39,0,4503.308108108108,1.0
1557.4432432432432,1806.0,1326.0,75.1333104969968,layer51.csv,39,1,4502.572972972973,1.0
1502.0489130434783,1787.0,1336.0,77.36069386542668,layer51.csv,39,2,4503.423913043478,1.0
1530.1576086956522,1680.0,1388.0,62.271164960887084,layer51.csv,39,3,4502.608695652174,1.0
1536.6558704453441,1722.0,1161.0,94.81534897241345,layer51.csv,40,0,4502.068825910931,1.0
1471.5365853658536,1634.0,1217.0,86.12557410647283,layer51.csv,40,1,4503.504065040651,1.0
1522.4837398373984,1787.0,1124.0,150.8850237300363,layer51.csv,40,2,4504.170731707317,1.0
1561.991902834008,1810.0,1086.0,112.11019708622051,layer51.csv,41,0,4502.684210526316,1.0
1545.39837398374,1758.0,1336.0,70.96744241928782,layer51.csv,41,1,4503.638211382114,1.0
1471.10162601626,1717.0,1238.0,92.70940830142307,layer51.csv,41,2,4503.256097560976,1.0
1478.668016194332,1753.0,892.0,111.00200197574466,layer51.csv,42,0,4503.182186234818,1.0
