mean,max,min,stddev,file,scan_number,subsegment_index,mean_laser_current,bulk
1566.4654088050315,1768.0,1289.0,87.92898648957835,layer1.csv,61,1,4512.893081761006,1.0
1534.4213836477988,1728.0,1362.0,77.68330998134572,layer1.csv,62,0,4511.006289308176,1.0
1518.5506329113923,1680.0,1289.0,84.65585936552695,layer1.csv,62,1,4513.088607594937,1.0
1501.4493670886077,1728.0,1161.0,100.59302310333345,layer1.csv,63,0,4510.303797468355,1.0
1548.753164556962,1733.0,1388.0,73.12358939103453,layer1.csv,63,1,4512.145569620253,1.0
1608.7088607594937,1837.0,1298.0,140.1039082658309,layer1.csv,64,0,4511.721518987341,1.0
1474.0189873417721,1743.0,1259.0,95.2030123658463,layer1.csv,64,1,4513.018987341772,1.0
1556.7911392405063,1787.0,1099.0,118.45904349089638,layer1.csv,65,0,4511.139240506329,1.0
1582.8343949044586,1806.0,1445.0,67.7562930664862,layer1.csv,65,1,4512.535031847134,1.0
1615.095541401274,1748.0,1217.0,74.84640607546825,layer1.csv,66,0,4511.248407643312,1.0
1504.4166666666667,1680.0,1362.0,64.71911285220207,layer1.csv,66,1,4512.641025641025,1.0
1580.6369426751592,1792.0,1259.0,96.95754884768309,layer1.csv,67,0,4510.6815286624205,1.0
1513.1089743589744,1674.0,1317.0,68.2457450273105,layer1.csv,67,1,4512.044871794872,1.0
1550.9102564102564,1828.0,1308.0,93.85903039725982,layer1.csv,68,0,4510.621794871795,1.0
1462.801282051282,1651.0,1195.0,82.45258310019648,layer1.csv,68,1,4512.070512820513,1.0
1574.4871794871794,1758.0,1206.0,108.7943535947339,layer1.csv,69,0,4510.391025641025,1.0
1563.6,1796.0,1326.0,104.95458925864848,layer1.csv,69,1,4511.4,1.0
1587.7371794871794,1733.0,1326.0,73.10697397189108,layer1.csv,70,0,4511.217948717948,1.0
1524.5483870967741,1777.0,1279.0,104.0101852052519,layer1.csv,70,1,4512.232258064516,1.0
1605.7806451612903,1824.0,1206.0,102.14198030936767,layer1.csv,71,0,4510.058064516129,1.0
1598.1548387096775,1819.0,1388.0,94.01819603813033,layer1.csv,71,1,4511.329032258064,1.0
1580.1935483870968,1773.0,1397.0,96.49490020114173,layer1.csv,72,0,4509.941935483871,1.0
1507.1818181818182,1640.0,1345.0,70.63261953339095,layer1.csv,72,1,4511.162337662337,1.0
1637.716129032258,1833.0,1354.0,88.8381460379899,layer1.csv,73,0,4509.141935483871,1.0
1533.987012987013,1668.0,1298.0,78.59372657732627,layer1.csv,73,1,4510.538961038961,1.0
1535.6818181818182,1733.0,1279.0,91.18168708151806,layer1.csv,74,0,4508.974025974026,1.0
1584.6363636363637,1733.0,1413.0,51.702045750906294,layer1.csv,74,1,4510.038961038961,1.0
1640.7792207792209,1863.0,1206.0,131.77441599597825,layer1.csv,75,0,4507.818181818182,1.0
1610.0326797385621,1777.0,1336.0,86.02062515259077,layer1.csv,75,1,4508.496732026144,1.0
1550.564935064935,1819.0,1248.0,115.84684948967795,layer1.csv,76,0,4507.220779220779,1.0
