,x,y,power,speed,spot_diameter,laser_current,signal,ID1,ID2,C1,C2,delta,scan_number
54,-22.740493774414062,-84.05912780761719,4800.0,1500.0,100.0,2196.0,645.0,1.0,0.0,0.0,20.0,0.008896034210920334,15.0
55,-22.74985122680664,-84.05314636230469,4800.0,1500.0,100.0,3746.0,1003.0,1.0,0.0,0.0,20.0,0.011105836369097233,15.0
56,-22.75995635986328,-84.04490661621094,4800.0,1500.0,100.0,4208.0,1124.0,1.0,0.0,0.0,20.0,0.013038678094744682,15.0
57,-27.75845718383789,-80.64745330810547,4800.0,1500.0,100.0,0.0,909.0,1.0,0.0,0.0,20.0,6.0438151359558105,16.0
58,-27.751346588134766,-80.65457153320312,4800.0,1500.0,100.0,2213.0,1003.0,1.0,0.0,0.0,20.0,0.010061297565698624,16.0
59,-27.742740631103516,-80.6601791381836,4800.0,1500.0,100.0,3753.0,1137.0,1.0,0.0,0.0,20.0,0.01027169544249773,16.0
60,-27.732261657714844,-80.66616821289062,4800.0,1500.0,100.0,4217.0,1259.0,1.0,0.0,0.0,20.0,0.012069709599018097,16.0
61,-22.95606231689453,-84.36975860595703,4800.0,1500.0,100.0,0.0,693.0,1.0,0.0,0.0,20.0,6.0438947677612305,17.0
62,-22.964296340942383,-84.36639404296875,4800.0,1500.0,100.0,2625.0,738.0,1.0,0.0,0.0,20.0,0.008894911035895348,17.0
63,-22.973278045654297,-84.35965728759766,4800.0,1500.0,100.0,3748.0,973.0,1.0,0.0,0.0,20.0,0.011227416805922985,17.0
64,-22.983383178710938,-84.35142517089844,4800.0,1500.0,100.0,4273.0,1172.0,1.0,0.0,0.0,20.0,0.013033858500421047,17.0
65,-27.75808334350586,-81.11639404296875,4800.0,1500.0,100.0,213.0,693.0,1.0,0.0,0.0,20.0,5.767424583435059,18.0
66,-27.750972747802734,-81.12312316894531,4800.0,1500.0,100.0,2405.0,874.0,1.0,0.0,0.0,20.0,0.009789877571165562,18.0
67,-27.74161720275879,-81.12911987304688,4800.0,1500.0,100.0,3822.0,1112.0,1.0,0.0,0.0,20.0,0.0111124562099576,18.0
68,-27.731138229370117,-81.13473510742188,4800.0,1500.0,100.0,4241.0,1228.0,1.0,0.0,0.0,20.0,0.011888639070093632,18.0
69,-23.178367614746094,-84.67776489257812,4800.0,1500.0,100.0,191.0,620.0,1.0,0.0,0.0,20.0,5.768949508666992,19.0
70,-23.186601638793945,-84.67402648925781,4800.0,1500.0,100.0,2788.0,716.0,1.0,0.0,0.0,20.0,0.009042942896485329,19.0
71,-23.195209503173828,-84.66766357421875,4800.0,1500.0,100.0,3819.0,1003.0,1.0,0.0,0.0,20.0,0.010704299435019493,19.0
72,-23.204940795898438,-84.65943145751953,4800.0,1500.0,100.0,4247.0,1161.0,1.0,0.0,0.0,20.0,0.012746207416057587,19.0
73,-27.75808334350586,-81.58645629882812,4800.0,1500.0,100.0,482.0,620.0,1.0,0.0,0.0,20.0,5.493112564086914,20.0
